nama,lat,lon,wilayah,sumber
Mata Kopi Coffee Shop - Pondok Karya,-6.2737798,106.7421446,Kabupaten Bogor,cafe
Kopi Kenangan,-6.1358677,106.8139854,Kabupaten Bogor,cafe
Xing Fu Tang,-6.1413439,106.8125232,Kabupaten Bogor,cafe
Kopi Nako - Tebet,-6.2420002,106.8524815,Kabupaten Bogor,cafe
Kopi Kenangan,-6.2078465,106.7939137,Kabupaten Bogor,cafe
Harris Cafe - Harris Suites Puri Mansion,-6.1800279,106.7245354,Kabupaten Bogor,cafe
Dinobites Cafe,-6.1654234,106.7711665,Kabupaten Bogor,cafe
Cafe Kitsune - Ashta District 8,-6.2301298,106.8070996,Kabupaten Bogor,cafe
Titik Temu Coffee - Cipete,-6.278046,106.8076627,Kabupaten Bogor,cafe
Djournal Coffee,-6.2443248,106.8028953,Kabupaten Bogor,cafe
Point Coffee - Indomaret Kebon Jeruk Episentrum (TPO8),-6.1908738,106.7675124,Kabupaten Bogor,cafe
Point Coffee,-6.247331,106.8667853,Kabupaten Bogor,cafe
Starbucks,-6.2772053,106.7767511,Kabupaten Bogor,cafe
Starbucks,-6.1978926,106.7040903,Kabupaten Bogor,cafe
Starbucks,-6.2569251,106.8282401,Kabupaten Bogor,cafe
Starbucks,-6.2416557,106.8415977,Kabupaten Bogor,cafe
Starbucks,-6.2274898,106.8253803,Kabupaten Bogor,cafe
Bruen Coffee Kitchen,-6.2325768,106.8760141,Kabupaten Bogor,cafe
Kopi Kenangan,-6.2319742,106.8200886,Kabupaten Bogor,cafe
Fore Coffee,-6.2236789,106.8783838,Kabupaten Bogor,cafe
The Harvest Express,-6.2393958,106.8323658,Kabupaten Bogor,cafe
Janji Jiwa,-6.2572517,106.8147315,Kabupaten Bogor,cafe
D corne,-6.2445604,106.7983704,Kabupaten Bogor,cafe
Imperial Cakery,-6.2186382,106.8317128,Kabupaten Bogor,cafe
Tahta Coffee Mayapada Hospital Kuningan,-6.2185338,106.8316997,Kabupaten Bogor,cafe
Janji Jiwa,-6.1713312,106.7594543,Kabupaten Bogor,cafe
Wax Presso,-6.1764749,106.7903194,Kabupaten Bogor,cafe
The Gade Coffee and Gold,-6.1828398,106.8247362,Kabupaten Bogor,cafe
Starbucks,-6.1834056,106.8248928,Kabupaten Bogor,cafe
Ai-Cha,-6.1739684,106.7878936,Kabupaten Bogor,cafe
Starbucks,-6.1451938,106.8770233,Kabupaten Bogor,cafe
The Cortado Coffee Shop,-6.2007341,106.783668,Kabupaten Bogor,cafe
Mior Cafe,-6.1945155,106.8561749,Kabupaten Bogor,cafe
Filosofi Kopi Pos Bloc,-6.166904,106.8335014,Kabupaten Bogor,cafe
Bercy Cafe,-6.1623503,106.8312705,Kabupaten Bogor,cafe
Starbucks,-6.1586591,106.8525738,Kabupaten Bogor,cafe
Tomokofi - Aeropolis,-6.1433484,106.6276865,Kabupaten Bogor,cafe
Starbuck,-6.1903793,106.589857,Kabupaten Bogor,cafe
Chatime,-6.3042564,106.8868932,Kabupaten Bogor,cafe
Kopi Kenangan,-6.1199142,106.6750581,Kabupaten Bogor,cafe
Starbucks,-6.2428896,106.8482506,Kabupaten Bogor,cafe
Menantea,-6.5763098,106.8074003,Kabupaten Bogor,cafe
Blue Sky Premier Lounge Domestic,-6.1173516,106.6671737,Kabupaten Bogor,cafe
Warkop Jeruk Purut,-6.2796558,106.8158326,Kabupaten Bogor,cafe
Starbucks,-6.147104,106.8156989,Kabupaten Bogor,cafe
Galo Kedai Kopi,-6.2528005,106.7999732,Kabupaten Bogor,cafe
Saudagar Kopi Sabang,-6.1847027,106.8248773,Kabupaten Bogor,cafe
Jambo Kupi,-6.2729394,106.8150611,Kabupaten Bogor,cafe
IKEA Café,-6.1773879,106.7932013,Kabupaten Bogor,cafe
Starbucks,-6.2957197,106.6669928,Kabupaten Bogor,cafe
Blue Sky Premier Lounge Domestic,-6.1156416,106.67148,Kabupaten Bogor,cafe
LTG by esterakyat,-6.2444747,106.7943665,Kabupaten Bogor,cafe
Kellon Sundulangit,-6.2594006,106.7819358,Kabupaten Bogor,cafe
Selawaktu Coffee,-6.2355017,106.8571075,Kabupaten Bogor,cafe
Jalankekopi Cibadak,-6.8937763,106.7858383,Kabupaten Bogor,cafe
The Coffee Bean & Tea Leaf,-6.2429401,106.8477353,Kabupaten Bogor,cafe
Starbucks,-6.2450531,106.875405,Kabupaten Bogor,cafe
Warung Kopi Bang Ari,-6.2369413,106.8473008,Kabupaten Bogor,cafe
Starbucks,-6.177194,106.830939,Kabupaten Bogor,cafe
Warkop TIO,-6.4332554,106.792115,Kabupaten Bogor,cafe
Warung Makan Madam,-6.402614,106.797378,Kabupaten Bogor,cafe
Warung Bu Maria,-6.4408738,106.7915391,Kabupaten Bogor,cafe
Toko Berkah Abadi Makmur Sentosa,-6.471887,106.8031498,Kabupaten Bogor,cafe
Kedai Kopi Limo,-6.3780433,106.7702476,Kabupaten Bogor,cafe
Warkop Berkah,-6.4634006,106.8028125,Kabupaten Bogor,cafe
Warkop TAJA,-6.4102043,106.8007091,Kabupaten Bogor,cafe
Kamari Odd Space,-6.2768929,106.8157238,Kabupaten Bogor,cafe
Dapoer One Home Stay,-6.2997363,106.791659,Kabupaten Bogor,cafe
Angkringan,-6.4142762,106.7980506,Kabupaten Bogor,cafe
Angkringan,-6.4161595,106.7971893,Kabupaten Bogor,cafe
Warkop Barokah,-6.3768771,106.7703317,Kabupaten Bogor,cafe
Warkop Malik,-6.4034561,106.7858883,Kabupaten Bogor,cafe
Hei Cheese,-6.1451518,106.812626,Kabupaten Bogor,cafe
Anthology Cafe,-6.5750934,106.864427,Kabupaten Bogor,cafe
Memories Cafe,-6.1847356,106.8294463,Kabupaten Bogor,cafe
Janji Jiwa,-6.2178485,106.8674786,Kabupaten Bogor,cafe
Roomy Kitchen,-6.3684358,106.8352991,Kabupaten Bogor,cafe
Warkop Nero,-6.439024,106.7971544,Kabupaten Bogor,cafe
Jetlag Cart Corner,-6.119507,106.6635393,Kabupaten Bogor,cafe
Warkop 76,-6.4266782,106.7963114,Kabupaten Bogor,cafe
Kopi Kenangan,-6.269127,106.8698036,Kabupaten Bogor,cafe
Starbucks,-6.5757095,106.838392,Kabupaten Bogor,cafe
Warung Gondrong,-6.4516205,106.7991092,Kabupaten Bogor,cafe
Warung Mamah Vero,-6.4416713,106.7979997,Kabupaten Bogor,cafe
Mixue,-6.1436689,106.7357612,Kabupaten Bogor,cafe
Mixue,-6.1311124,106.7346427,Kabupaten Bogor,cafe
Holmes Cafe,-6.2214587,106.8215086,Kabupaten Bogor,cafe
Gang Rantai,-6.4962051,106.7533706,Kabupaten Bogor,cafe
Kopi Kenangan,-6.3202397,106.6817867,Kabupaten Bogor,cafe
Ryuko,-6.2327601,106.6586235,Kabupaten Bogor,cafe
1/15 Coffee,-6.2933628,106.6337863,Kabupaten Bogor,cafe
Afterseven,-6.2936134,106.632928,Kabupaten Bogor,cafe
Kopi Se-Indonesia,-6.2832824,106.6327898,Kabupaten Bogor,cafe
Kafe Pendekar,-6.2408357,106.6565569,Kabupaten Bogor,cafe
INDORAMA,-6.3141667,106.7342505,Kabupaten Bogor,cafe
Warkop Gira,-6.4354023,106.8084074,Kabupaten Bogor,cafe
Warkop Neng Sari,-6.4378001,106.7969935,Kabupaten Bogor,cafe
Warung Teh Ida Dinata,-6.450231,106.7859379,Kabupaten Bogor,cafe
Warkop Gifary,-6.4292967,106.8022984,Kabupaten Bogor,cafe
Mixue,-6.2209654,106.8331498,Kabupaten Bogor,cafe
Sour Sally,-6.2215363,106.8331008,Kabupaten Bogor,cafe
Landscape Cafe,-6.1162102,106.6814505,Kabupaten Bogor,cafe
Mixue Tebet,-6.2277059,106.8550896,Kabupaten Bogor,cafe
Kopi d'Pule,-6.5348433,106.7739675,Kabupaten Bogor,cafe
Warkop PANGHEGAR,-6.4142453,106.7930962,Kabupaten Bogor,cafe
Chatime,-6.2423897,106.8555506,Kabupaten Bogor,cafe
DK PALACE,-6.5358763,106.7392737,Kabupaten Bogor,cafe
Haski und Kolli Vending Machine,-6.3093127,106.6625593,Kabupaten Bogor,cafe
Cafe Steam,-6.4113207,106.799887,Kabupaten Bogor,cafe
Haus!,-6.227831,106.8560886,Kabupaten Bogor,cafe
Koultoura Coffee Wang Plaza,-6.1727813,106.7660028,Kabupaten Bogor,coffee_shop
Warung Dipo,-6.4133725,106.8140815,Kabupaten Bogor,cafe
jhonlbf coffeeshop,-6.2425846,106.6657571,Kabupaten Bogor,cafe
Teguk,-6.2412739,106.7521234,Kabupaten Bogor,cafe
Joffee Coffee&Eatery,-6.58403,106.8072343,Kabupaten Bogor,cafe
Kopi Kenangan,-6.2369536,106.7531527,Kabupaten Bogor,cafe
Warkop D SAS,-6.3165511,106.7151134,Kabupaten Bogor,cafe
Warung Kopi Bukit Serua,-6.3171302,106.72129,Kabupaten Bogor,cafe
N.O.B Cafe,-6.3018224,106.6534963,Kabupaten Bogor,cafe
The People's Cafe,-6.3017025,106.6536498,Kabupaten Bogor,cafe
Tanpa Nama,-6.2202406,106.8150298,Kabupaten Bogor,cafe
Paul,-6.302135,106.6544506,Kabupaten Bogor,cafe
Fore,-6.3022686,106.6540794,Kabupaten Bogor,cafe
Tamper,-6.3020899,106.6537033,Kabupaten Bogor,cafe
Biggby Coffee,-6.2407598,106.6286544,Kabupaten Bogor,cafe
Biggby Coffee,-6.2122701,106.8040043,Kabupaten Bogor,cafe
Biggby Coffee,-6.1160253,106.7778366,Kabupaten Bogor,cafe
Biggby Coffee,-6.1893274,106.7388021,Kabupaten Bogor,cafe
Biggby Coffee,-6.2268907,106.6066876,Kabupaten Bogor,cafe
Kalceri Cafe Serpong,-6.3470679,106.6578075,Kabupaten Bogor,cafe
Kapé Kapal,-6.6461376,106.8696606,Kabupaten Bogor,cafe
Nineteen Grams Coffee,-6.1875381,106.7771421,Kabupaten Bogor,cafe
One Kaf,-6.113104,106.6892867,Kabupaten Bogor,cafe
Weirdough Bakehouse,-6.2536808,106.8015431,Kabupaten Bogor,cafe
Tator Café,-6.2531017,106.8016915,Kabupaten Bogor,cafe
Layàna,-6.291304,106.796022,Kabupaten Bogor,cafe
Meneer's Koffie,-6.3406743,106.8858291,Kabupaten Bogor,cafe
Rumangsa,-6.2936507,106.8022231,Kabupaten Bogor,cafe
Coffee Grounds JKT,-6.1406513,106.8720954,Kabupaten Bogor,cafe
Point Coffee,-6.1862917,106.8871339,Kabupaten Bogor,cafe
Vilo Gelato,-6.1753747,106.8028877,Kabupaten Bogor,cafe
Liberica,-6.1815091,106.8247437,Kabupaten Bogor,cafe
Kopi Nako,-6.2262951,106.8191707,Kabupaten Bogor,cafe
New Batavia Cafe,-6.134113,106.8135548,Kabupaten Bogor,cafe
Tanamera,-6.2236254,106.8096599,Kabupaten Bogor,cafe
Hoshino Coffee,-6.2239782,106.8234868,Kabupaten Bogor,cafe
Saturday,-6.2244365,106.8229499,Kabupaten Bogor,cafe
Starbucks,-6.2195788,106.803209,Kabupaten Bogor,cafe
Starbucks,-6.1222507,106.8439011,Kabupaten Bogor,cafe
Tea Well,-6.2019171,106.7805263,Kabupaten Bogor,cafe
Pick Cup,-6.2294328,106.8205197,Kabupaten Bogor,cafe
Tanpa Nama,-6.3177586,106.8783178,Kabupaten Bogor,cafe
% Arabica,-6.1763273,106.7910754,Kabupaten Bogor,cafe
Kopi Janji Jiwa,-6.2444262,106.866283,Kabupaten Bogor,coffee_shop
Ceng's Cafe,-6.401732,106.8876957,Kabupaten Bogor,cafe
Kook n Kleen,-6.5655605,106.8589116,Kabupaten Bogor,cafe
Toby's Estate,-6.1805473,106.7925757,Kabupaten Bogor,cafe
Tanpa Nama,-6.1595763,106.8128671,Kabupaten Bogor,coffee_shop
Janji Jiwa,-6.1740536,106.7836691,Kabupaten Bogor,cafe
Sudutsatu Cafe,-6.1740724,106.7800541,Kabupaten Bogor,cafe
Starbucks,-6.2007042,106.8224542,Kabupaten Bogor,cafe
Tanpa Nama,-6.1128496,106.8950878,Kabupaten Bogor,cafe
Excelso,-6.2859964,106.7282644,Kabupaten Bogor,cafe
Djournal Coffee,-6.2857325,106.7282698,Kabupaten Bogor,cafe
Fore,-6.2852433,106.7282107,Kabupaten Bogor,cafe
Starbucks,-6.2854192,106.7282228,Kabupaten Bogor,cafe
Starbucks,-6.2938641,106.7848996,Kabupaten Bogor,cafe
Warkop Sainoni,-6.4439194,106.774264,Kabupaten Bogor,cafe
Kedai Transisi,-6.5544112,106.6964045,Kabupaten Bogor,cafe
Rotiboy,-6.1776406,106.7926819,Kabupaten Bogor,cafe
Jakarta Coffee House,-6.1873724,106.8281014,Kabupaten Bogor,cafe
Kopi Toko Djawa (Menteng),-6.1872151,106.8305702,Kabupaten Bogor,cafe
Kapitan Lim Resto dan Kopi,-6.1869113,106.8153128,Kabupaten Bogor,cafe
Tokyo Gaming Space Sunter,-6.1396186,106.8588182,Kabupaten Bogor,cafe
Sidecar Coffee,-6.2742325,106.6565426,Kabupaten Bogor,cafe
Kisaku,-6.2443595,106.8027268,Kabupaten Bogor,cafe
Cotti Coffee,-6.2440832,106.8026935,Kabupaten Bogor,cafe
Kopi Kenangan,-6.2438958,106.8027039,Kabupaten Bogor,cafe
Tomoro,-6.244482,106.8031879,Kabupaten Bogor,cafe
di.bawahtangga,-6.2445182,106.8031191,Kabupaten Bogor,cafe
Tomoro Coffee,-6.6101916,106.8044558,Kabupaten Bogor,cafe
TAMANI SALEMBA,-6.1973438,106.8523867,Kabupaten Bogor,cafe
TAMANI KEMANG,-6.255484,106.8099358,Kabupaten Bogor,cafe
TAMANI TOMANG,-6.178066,106.7981796,Kabupaten Bogor,cafe
Tamani WTC 6,-6.2149107,106.8193338,Kabupaten Bogor,cafe
TAMANI PLAZA SENAYAN,-6.225075,106.7992642,Kabupaten Bogor,cafe
TAMANI MALL ARTHA GADING,-6.1459113,106.8917171,Kabupaten Bogor,cafe
TAMANI PONDOK INDAH MALL 2,-6.266318,106.7832393,Kabupaten Bogor,cafe
TAMANI CINERE,-6.3273187,106.785338,Kabupaten Bogor,cafe
TAMANI KOTA KASABLANKA,-6.2233267,106.8423554,Kabupaten Bogor,cafe
TAMANI CITRA GARDEN 6,-6.127284,106.7137144,Kabupaten Bogor,cafe
DAPUR PUSAT TAMANI KAFE,-6.1652207,106.7581883,Kabupaten Bogor,cafe
Balai Coffee,-6.3059997,106.6796909,Kabupaten Bogor,cafe
Kopi Rang Kayo,-6.5687722,106.8549043,Kabupaten Bogor,cafe
HARRIS Cafe,-6.2228278,106.8479191,Kabupaten Bogor,cafe
Warkop Selera Kita,-6.3212145,106.8579226,Kabupaten Bogor,cafe
Kopi Nongkrong,-6.3246458,106.8561558,Kabupaten Bogor,cafe
Point Coffee,-6.1733588,106.8436849,Kabupaten Bogor,cafe
Point Coffee,-6.1759822,106.8305042,Kabupaten Bogor,cafe
Kulo,-6.2446034,106.746083,Kabupaten Bogor,coffee_shop
Kura Coffee and Kitchen,-6.6230446,106.7926529,Kabupaten Bogor,cafe
Djauw Coffee,-6.1419655,106.8136979,Kabupaten Bogor,cafe
warung indomie (Warmindo),-6.1285541,106.7956994,Kabupaten Bogor,cafe
Captain Barbershop,-6.1978217,106.7520802,Kabupaten Bogor,cafe
Uwaaa HQ,-6.1384759,106.7026324,Kabupaten Bogor,cafe
Starbucks,-6.1692957,106.789605,Kabupaten Bogor,cafe
Janji Jiwa,-6.163574,106.7717329,Kabupaten Bogor,cafe
Toko Kopi TUKU - SPBU bp Lenteng Agung,-6.3209292,106.8360394,Kabupaten Bogor,cafe
Kafe Sigma,-6.5597514,106.7349236,Kabupaten Bogor,cafe
Mie Aceh Anjoeng Kupi 02,-6.5689956,106.7542329,Kabupaten Bogor,cafe
Your Tea,-6.5726445,106.7444247,Kabupaten Bogor,cafe
Kopi Kenangan,-6.5724209,106.7426888,Kabupaten Bogor,cafe
Bittersweet by Najla,-6.5728047,106.7448217,Kabupaten Bogor,cafe
Susu Mbok Darmi,-6.5728353,106.7452119,Kabupaten Bogor,cafe
Petik Harapan Coffee Shop,-6.5706945,106.7394031,Kabupaten Bogor,cafe
Belvarosma Cafe,-6.5668696,106.7362921,Kabupaten Bogor,cafe
Zama House,-6.5709885,106.739765,Kabupaten Bogor,cafe
Kopi Nu Sae,-6.5717641,106.7402039,Kabupaten Bogor,cafe
Es Teh Indonesia,-6.5721584,106.7404331,Kabupaten Bogor,cafe
Kafe Taman,-6.5697716,106.7391596,Kabupaten Bogor,cafe
Haus!,-6.5629873,106.7325974,Kabupaten Bogor,cafe
D'sruput,-6.5722984,106.7404899,Kabupaten Bogor,cafe
Your Tea,-6.5735154,106.7411001,Kabupaten Bogor,cafe
Point Coffee,-6.5690662,106.7423265,Kabupaten Bogor,cafe
Gorillaz Cafe,-6.5716889,106.7510233,Kabupaten Bogor,cafe
Warmindo Miko,-6.5717029,106.750923,Kabupaten Bogor,cafe
Forest Coffee,-6.5632327,106.7517525,Kabupaten Bogor,cafe
Kopi dari Hati & Toast,-6.57026,106.766919,Kabupaten Bogor,cafe
Can Ngopi,-6.5695325,106.7668299,Kabupaten Bogor,cafe
Kopi Kenangan,-6.5706424,106.7676379,Kabupaten Bogor,cafe
Kopi Abu Amad,-6.5692268,106.7665435,Kabupaten Bogor,cafe
D'Sruput,-6.5739877,106.7702349,Kabupaten Bogor,cafe
Janji Jiwa Toast,-6.5811481,106.777723,Kabupaten Bogor,cafe
Makkah,-6.5839225,106.773473,Kabupaten Bogor,cafe
Warunk Kopi Pemuda,-6.5825559,106.7687678,Kabupaten Bogor,cafe
Your Tea,-6.5790184,106.7550208,Kabupaten Bogor,cafe
Point Coffee,-6.5878933,106.759203,Kabupaten Bogor,cafe
Point Coffee,-6.6016558,106.7606586,Kabupaten Bogor,cafe
Bean Spot,-6.5557637,106.761902,Kabupaten Bogor,cafe
Teguk,-6.5552081,106.7614346,Kabupaten Bogor,cafe
Bean Spot,-6.5526427,106.7609934,Kabupaten Bogor,cafe
Bean Spot,-6.5607206,106.7143524,Kabupaten Bogor,cafe
Kopi Dari Hati,-6.5609565,106.7149472,Kabupaten Bogor,cafe
Fore Coffee,-6.5725989,106.7453055,Kabupaten Bogor,cafe
Cerita Nona Coffee & Eatery,-6.5857134,106.7715522,Kabupaten Bogor,cafe
Bean Spot,-6.579907,106.7626289,Kabupaten Bogor,cafe
Bean Spot,-6.5627991,106.7180391,Kabupaten Bogor,cafe
Rayyan Corner,-6.5628723,106.7221536,Kabupaten Bogor,cafe
Chatime,-6.5561421,106.7758428,Kabupaten Bogor,cafe
Waffelicious,-6.5560848,106.7756791,Kabupaten Bogor,cafe
Tomoro Coffee,-6.5562793,106.7756563,Kabupaten Bogor,cafe
Toko Kopi TUKU - SPBU bp Sholeh Iskandar,-6.5565938,106.7794812,Kabupaten Bogor,cafe
Ruang Tengah,-6.5566317,106.7824236,Kabupaten Bogor,cafe
JCo,-6.5585456,106.7852023,Kabupaten Bogor,cafe
Harmony Juice and Salad Bar,-6.5576303,106.7726684,Kabupaten Bogor,cafe
Chatime,-6.5570961,106.7715324,Kabupaten Bogor,cafe
Chigo X Flip,-6.557657,106.7727287,Kabupaten Bogor,cafe
Summer Mini Bar,-6.5608199,106.7800076,Kabupaten Bogor,cafe
Sari Rasa Johar,-6.5576343,106.7780368,Kabupaten Bogor,cafe
Taste of Tokyo,-6.5608446,106.7800089,Kabupaten Bogor,cafe
Cafe Therapy,-6.5593364,106.7790178,Kabupaten Bogor,cafe
Kopi Aceh,-6.5628837,106.7816786,Kabupaten Bogor,cafe
Tanpa Nama,-6.5652212,106.7832591,Kabupaten Bogor,cafe
Background Coffee & Munch,-6.5658694,106.7837935,Kabupaten Bogor,cafe
Point Coffee,-6.5653291,106.7830063,Kabupaten Bogor,cafe
Susu Mbok Darmi,-6.56596,106.7835192,Kabupaten Bogor,cafe
Point Coffee,-6.5700248,106.7861377,Kabupaten Bogor,cafe
Bean Spot,-6.5695652,106.782897,Kabupaten Bogor,cafe
Surabi Duren Bang Kumis,-6.5917748,106.7757274,Kabupaten Bogor,cafe
Byon Coffee & Eatery,-6.5915583,106.7755531,Kabupaten Bogor,cafe
Tomoro Coffee,-6.5681916,106.7377473,Kabupaten Bogor,cafe
Haus,-6.5904009,106.7859195,Kabupaten Bogor,cafe
Savana,-6.5860628,106.7828071,Kabupaten Bogor,cafe
Kedai De Javu 88,-6.5851109,106.7817195,Kabupaten Bogor,cafe
Waroeng Uncal,-6.5852887,106.7819501,Kabupaten Bogor,cafe
Btari Coffee,-6.5825669,106.7787288,Kabupaten Bogor,cafe
Teras Semboja,-6.5891636,106.7833436,Kabupaten Bogor,cafe
Maa Maa Milk Corner,-6.5721192,106.7429066,Kabupaten Bogor,cafe
Homing Brew,-6.5722324,106.7428341,Kabupaten Bogor,cafe
Es Oyen,-6.5721552,106.7429213,Kabupaten Bogor,cafe
Raja Softi,-6.5722271,106.7427523,Kabupaten Bogor,cafe
Bean Spot,-6.6553058,106.8611035,Kabupaten Bogor,cafe
Jiwa Toast,-6.6550647,106.8612,Kabupaten Bogor,cafe
Kopi Kenangan,-6.6550048,106.8613543,Kabupaten Bogor,cafe
Bean Spot,-6.6545605,106.8618947,Kabupaten Bogor,cafe
Bean Spot,-6.6538166,106.8646333,Kabupaten Bogor,cafe
Kafe Tenda,-6.6531545,106.8662654,Kabupaten Bogor,cafe
Dha Noodle,-6.6538992,106.8750791,Kabupaten Bogor,cafe
Arimbi Coffee,-6.6540337,106.8734792,Kabupaten Bogor,cafe
Kopi Cinta,-6.6539618,106.8770573,Kabupaten Bogor,cafe
Bean Spot,-6.6513722,106.8867306,Kabupaten Bogor,cafe
Kopi Kenangan,-6.6513389,106.8850985,Kabupaten Bogor,cafe
Point Coffee,-6.6512357,106.8859729,Kabupaten Bogor,cafe
Kopilao,-6.6498596,106.8991969,Kabupaten Bogor,cafe
Kopicentrum,-6.5586922,106.7312618,Kabupaten Bogor,cafe
Saras Cafe Dramaga,-6.5649761,106.7345897,Kabupaten Bogor,cafe
Bean Spot,-6.5892968,106.7876659,Kabupaten Bogor,cafe
Kopi Kenangan,-6.5954631,106.7897084,Kabupaten Bogor,cafe
Shu Coffee,-6.5921092,106.7879777,Kabupaten Bogor,cafe
The Gade Coffe & Gold,-6.5843748,106.7878302,Kabupaten Bogor,cafe
Melati Coffee & Beauty,-6.5826708,106.7899827,Kabupaten Bogor,cafe
Kanca,-6.5810681,106.7953947,Kabupaten Bogor,cafe
Point Coffee,-6.5822019,106.7968766,Kabupaten Bogor,cafe
Wedang Ronde Gg Aut,-6.5816263,106.7969001,Kabupaten Bogor,cafe
Kopi Kenangan,-6.5818848,106.7968545,Kabupaten Bogor,cafe
Bean Spot,-6.5827228,106.7969424,Kabupaten Bogor,cafe
Janji Jiwa Toast,-6.586134,106.7970376,Kabupaten Bogor,cafe
Tomoro Coffee,-6.5890164,106.7968538,Kabupaten Bogor,cafe
Yung Bangka Es,-6.5892135,106.7968445,Kabupaten Bogor,cafe
Bean Spot,-6.5917122,106.796473,Kabupaten Bogor,cafe
Point Coffee,-6.5805798,106.796473,Kabupaten Bogor,cafe
Point Coffee,-6.5703912,106.7982868,Kabupaten Bogor,cafe
Warung Kopi Pemuda,-6.5790824,106.7965581,Kabupaten Bogor,cafe
Kawula Coffee,-6.5720239,106.7976028,Kabupaten Bogor,cafe
Circuloo Coffee & Cat,-6.5737293,106.7966601,Kabupaten Bogor,cafe
Oopy Malabar,-6.5739651,106.7967211,Kabupaten Bogor,cafe
Anami Coffe,-6.5756991,106.8001483,Kabupaten Bogor,cafe
Seremoni,-6.5711186,106.8003595,Kabupaten Bogor,cafe
Aumont Kofie,-6.5708362,106.8043506,Kabupaten Bogor,cafe
Tentang Kopi Latte,-6.57025,106.804761,Kabupaten Bogor,cafe
Coffe Right,-6.5746459,106.8010321,Kabupaten Bogor,cafe
Sejenak Coffee,-6.5706737,106.8045303,Kabupaten Bogor,cafe
Mamang Coffee,-6.5707016,106.8027332,Kabupaten Bogor,cafe
Bango Coffee House,-6.5713465,106.8026662,Kabupaten Bogor,cafe
Bhumi Living Space,-6.5726255,106.8029438,Kabupaten Bogor,cafe
Kopi Surplus,-6.5737526,106.8016282,Kabupaten Bogor,cafe
The Teras Dara,-6.575815,106.8004721,Kabupaten Bogor,cafe
Serenity Coffee,-6.5763172,106.7998961,Kabupaten Bogor,cafe
Cafe Makaroni Nachos,-6.5801435,106.7983143,Kabupaten Bogor,cafe
Sweet Pot & Coffee,-6.5802195,106.7982821,Kabupaten Bogor,cafe
Et Al Coffee,-6.5721285,106.7982942,Kabupaten Bogor,cafe
Tomoro Coffee,-6.5692961,106.8081406,Kabupaten Bogor,cafe
Bean Spot,-6.5700488,106.8090914,Kabupaten Bogor,cafe
Yuu Cafe,-6.568975,106.8075062,Kabupaten Bogor,cafe
Kopi Kenangan,-6.5788859,106.8065648,Kabupaten Bogor,cafe
Point Coffee,-6.589845,106.8050145,Kabupaten Bogor,cafe
Sequoia Coffee,-6.5842442,106.805744,Kabupaten Bogor,cafe
Klappertaart Huize Cafe,-6.5889711,106.8047047,Kabupaten Bogor,cafe
Artisan Coffee Indonesia,-6.5956829,106.8063274,Kabupaten Bogor,cafe
Janji Jiwa,-6.5953685,106.8059841,Kabupaten Bogor,cafe
BooTheIn Coffe,-6.5951487,106.8053149,Kabupaten Bogor,cafe
Usisatoko,-6.5949595,106.8059988,Kabupaten Bogor,cafe
Kopi Ketan,-6.5950367,106.8059801,Kabupaten Bogor,cafe
Kawula Coffee,-6.5975813,106.8058433,Kabupaten Bogor,cafe
Kopitagram,-6.5949675,106.8062443,Kabupaten Bogor,cafe
Brascoff Coffee & Space,-6.5970491,106.8048656,Kabupaten Bogor,cafe
Auntie Anne's,-6.6013435,106.8072514,Kabupaten Bogor,cafe
Susu Mbok Darmi,-6.6011663,106.8075907,Kabupaten Bogor,cafe
Joomba,-6.6014114,106.8073305,Kabupaten Bogor,cafe
J.Co,-6.6012569,106.8071508,Kabupaten Bogor,cafe
Share Tea,-6.6012702,106.8076377,Kabupaten Bogor,cafe
Warkop Gemintan,-6.572804,106.7473443,Kabupaten Bogor,cafe
Askara Coffee & Kitchen,-6.5773804,106.7577177,Kabupaten Bogor,cafe
Serasa Coffee,-6.5594756,106.7495122,Kabupaten Bogor,cafe
Genus Coffee & Boutique,-6.5612289,106.7492688,Kabupaten Bogor,cafe
Bean Spot,-6.5604002,106.7896313,Kabupaten Bogor,cafe
Ciforu,-6.5596062,106.7495155,Kabupaten Bogor,cafe
Point Coffee,-6.5608119,106.7912815,Kabupaten Bogor,cafe
Monero Cafe,-6.5630622,106.796528,Kabupaten Bogor,cafe
Bean Spot,-6.5663077,106.8097781,Kabupaten Bogor,cafe
Kedai Tjangkir Kodja,-6.5618664,106.806841,Kabupaten Bogor,cafe
Bean Spot,-6.5616366,106.807641,Kabupaten Bogor,cafe
Jawara Bakery & Coffee,-6.5674988,106.8091303,Kabupaten Bogor,cafe
KOBA Coffee,-6.6008792,106.7921472,Kabupaten Bogor,cafe
Favela Sunset Cafe,-6.6014301,106.793141,Kabupaten Bogor,cafe
Janji Jiwa,-6.5962131,106.7904393,Kabupaten Bogor,cafe
Point Coffee,-6.5956909,106.7899244,Kabupaten Bogor,cafe
Tomoro Coffee,-6.5961998,106.7903773,Kabupaten Bogor,cafe
Maraca Books & Coffee,-6.5933062,106.8031517,Kabupaten Bogor,cafe
Niji Coffee Bar,-6.593935,106.7898647,Kabupaten Bogor,cafe
Stuck Coffee & Drinks,-6.5936619,106.8032576,Kabupaten Bogor,cafe
Samsara,-6.5938597,106.8035144,Kabupaten Bogor,cafe
Dimitree Coffee Eatery,-6.5895979,106.8025086,Kabupaten Bogor,cafe
