nama,lat,lon,wilayah,sumber,alamat_asli
Warung Taru,-6.8657012,107.6213081,Kabupaten Bandung,cafe,"Warung Taru, Jalan Ir. H. Djuanda, Dago, Coblong, Kota Bandung, Jawa Barat, Jawa, 40139, Indonesia"
The Goodlife,-6.8813092,107.5826337,Kabupaten Bandung,cafe,"The Goodlife, Jalan Terusan Sutami, Sukagalih, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40164, Indonesia"
Kopi Sepuluh,-6.9059425,107.6191508,Kabupaten Bandung,cafe,"Kopi Sepuluh, Jalan L.L. RE. Martadinata, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40113, Indonesia"
Studio Rosid,-6.8828312,107.6291989,Kabupaten Bandung,coffee_shop,"Studio Rosid, Jalan Cigadung Raya Tengah, Cigadung, Cibeunying Kaler, Kota Bandung, Jawa Barat, Jawa, 40134, Indonesia"
Kumis Kopi,-6.8643717,107.6236411,Kabupaten Bandung,coffee_shop,"Kumis Kopi, Jalan Ir. H. Djuanda, Dago, Coblong, Kota Bandung, Jawa Barat, Jawa, 40139, Indonesia"
Chatime,-6.9062428,107.5978201,Kabupaten Bandung,cafe,"Chatime, Jalan HOS. Cokroaminoto, Pasirkaliki, Cicendo, Kota Bandung, Jawa Barat, Jawa, 40173, Indonesia"
Chiba,-6.9097811,107.5969413,Kabupaten Bandung,cafe,"Chiba, Jalan Semar, Arjuna, Cicendo, Kota Bandung, Jawa Barat, Jawa, 40173, Indonesia"
Tanpa Nama,-7.2074507,107.9029295,Kabupaten Bandung,cafe,"Hangout, Jalan Perintis, Haurpanggung, Tarogong Kidul, Garut, Jawa Barat, Jawa, 44116, Indonesia"
Yumaju Coffee,-6.9015702,107.613618,Kabupaten Bandung,coffee_shop,"Yumaju Coffee, Jalan Maulana YusuF, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40116, Indonesia"
Jardin,-6.9054216,107.6202311,Kabupaten Bandung,cafe,"Jardin, Jalan Cimanuk, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40113, Indonesia"
Gesa Kopi,-6.9026206,107.6190522,Kabupaten Bandung,coffee_shop,"Gesa Kopi, Taman Gesat, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40116, Indonesia"
Dono Reborn,-6.8924838,107.6251253,Kabupaten Bandung,cafe,"Dono Reborn, Gang Keramat, Sadang Serang, Coblong, Kota Bandung, Jawa Barat, Jawa, 40133, Indonesia"
Baso Aci Ciwang 88,-6.9071388,107.6180169,Kabupaten Bandung,cafe,"Baso Aci Ciwang 88, 21, Jalan Ambon, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40115, Indonesia"
Gg Coffee,-6.9468245,107.7727304,Kabupaten Bandung,cafe,"Gg Coffee, 124, Gang Melati, Sayang, Sumedang, Jawa, 45363, Indonesia"
Majelis Kopi,-7.0017718,107.748894,Kabupaten Bandung,cafe,"Majelis Kopi, KM 6,6, Jalan Raya Majalaya - Rancekek, Solokanjeruk, Kabupaten Bandung, Jawa Barat, Jawa, 40376, Indonesia"
Surya Moeda Kopi,-6.9415528,107.7803959,Kabupaten Bandung,cafe,"Surya Moeda Kopi, Jalan Hegarmanah, Jatinangor, Sumedang, Jawa, 45363, Indonesia"
Kedai Garasi74,-7.0217224,107.6089649,Kabupaten Bandung,cafe,"Kedai Garasi74, 74, Jalan Raya Bandung - Banjaran, Langonsari, Kabupaten Bandung, Jawa, 40376, Indonesia"
Masagi Coffee,-6.8686861,107.6065263,Kabupaten Bandung,cafe,"Masagi Coffee, 1-B, Jalan Gunung Kareumbi, Cisitu Dalam, Ciumbuleuit, Cidadap, Kota Bandung, Jawa Barat, Jawa, 40141, Indonesia"
Kuro Coffee,-6.8711062,107.6056926,Kabupaten Bandung,cafe,"Kuro Coffee, 130, Jalan Ciumbuleuit, Cisitu Dalam, Ciumbuleuit, Cidadap, Kota Bandung, Jawa Barat, Jawa, 40141, Indonesia"
Kopipi,-6.9032558,107.6139508,Kabupaten Bandung,cafe,"Kopipi, 24, Jalan Sultan Tirtayasa, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40115, Indonesia"
Jenderal Kopi Nusantara Buwas coffee,-6.9140252,107.6297763,Kabupaten Bandung,cafe,"Jenderal Kopi Nusantara Buwas coffee, 219, Jalan Nangka, Cihapit, Bandung Wetan, Kota Bandung, Jawa, 40271, Indonesia"
Tanpa Nama,-6.8840587,107.6177097,Kabupaten Bandung,cafe,"Jalan Tubagus Ismail V, Sekeloa, Coblong, Kota Bandung, Jawa Barat, Jawa, 40134, Indonesia"
Ngopo Doeloe Sangkurian,-6.8840265,107.6116969,Kabupaten Bandung,cafe,"Ngopo Doeloe Sangkurian, Jalan Sangkuriang, Manteos, Dago, Coblong, Kota Bandung, Jawa Barat, Jawa, 40135, Indonesia"
Joomba,-6.9156712,107.6418632,Kabupaten Bandung,cafe,"Joomba, Jalan Banten, Kebonwaru, Batununggal, Kota Bandung, Jawa, 40272, Indonesia"
Joh-Eun Keopi,-6.9160279,107.6407122,Kabupaten Bandung,cafe,"Joh-Eun Keopi, Jalan Banten, Kebonwaru, Batununggal, Kota Bandung, Jawa, 40272, Indonesia"
Mixue,-6.9182851,107.6094729,Kabupaten Bandung,cafe,"Mixue, Jalan Braga, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia"
Dragonstorm Soreang,-7.0185963,107.5487402,Kabupaten Bandung,cafe,"Dragonstorm Soreang, Jalan Gandasari, Gandasari, Kabupaten Bandung, Jawa Barat, Jawa, 40921, Indonesia"
WARUNG CLICKSQUARE,-6.9107304,107.6329394,Kabupaten Bandung,cafe,"WARUNG CLICKSQUARE, Jalan Supratman, Sukamaju, Cibeunying Kidul, Kota Bandung, Jawa, 40121, Indonesia"
otto iskandardinata 305,-6.9248453,107.6039702,Kabupaten Bandung,cafe,"otto iskandardinata 305, 305, Jalan Otto Iskandardinata, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40241, Indonesia"
Kopi Kenangan,-6.92656,107.7105623,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan Abdul Haris Nasution, Palasari, Cibiru, Kota Bandung, Jawa, 40614, Indonesia"
M Coffee Company,-6.9487922,107.5625018,Kabupaten Bandung,cafe,"M Coffee Company, Jalan Kavindustri, Cigondewah Rahayu, Bandung Kulon, Kota Bandung, Jawa Barat, Jawa, 40214, Indonesia"
Mie Kocok Cililin,-6.9520556,107.4587076,Kabupaten Bandung,cafe,"Mie Kocok Cililin, Jalan Cihampelas - Tanjungjaya, DUSUN 1, Cililin, Bandung Barat, Jawa Barat, Jawa, 40767, Indonesia"
Seaside café,-7.2178417,107.9211634,Kabupaten Bandung,cafe,"Seaside café, Jalan Sudirman, Kota Wetan, Suci, Karangpawitan, Garut, Jawa Barat, Jawa, 44182, Indonesia"
Mixue,-6.9315299,107.7146477,Kabupaten Bandung,cafe,"Mixue, Jalan Abdul Haris Nasution, Cipadung, Cibiru, Kota Bandung, Jawa, 40626, Indonesia"
Warung Kopi Imah Babaturan,-6.8980574,107.607698,Kabupaten Bandung,cafe,"Warung Kopi Imah Babaturan, 3, Jalan Kebon Bibit, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40116, Indonesia"
Bagi Kopi,-6.8776541,107.6168476,Kabupaten Bandung,cafe,"Bagi Kopi, Jalan Insinyur Haji Juanda, Dago, Coblong, Kota Bandung, Jawa Barat, Jawa, 40132, Indonesia"
Tanpa Nama,-6.9093416,107.5922661,Kabupaten Bandung,cafe,"Teman Lama, Jalan Bima, Arjuna, Cicendo, Kota Bandung, Jawa Barat, Jawa, 40172, Indonesia"
Tanpa Nama,-6.8855533,107.5955189,Kabupaten Bandung,cafe,"Kilogram, Jalan Karang Tinggal, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40162, Indonesia"
Point Coffee,-6.9453718,107.6304886,Kabupaten Bandung,cafe,"Point Coffee, Jalan Buah Batu, Cijagra, Lengkong, Kota Bandung, Jawa, 40265, Indonesia"
Fore Coffee,-6.9410924,107.6268912,Kabupaten Bandung,cafe,"Fore Coffee, Jalan Buah Batu, Turangga, Lengkong, Kota Bandung, Jawa, 40265, Indonesia"
Kopi Kenangan,-6.9411448,107.6270712,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan Buah Batu, Turangga, Lengkong, Kota Bandung, Jawa, 40265, Indonesia"
Chatime,-6.9398319,107.625775,Kabupaten Bandung,cafe,"Chatime, Jalan Solontongan, Turangga, Lengkong, Kota Bandung, Jawa, 40264, Indonesia"
Djawa,-6.9393958,107.6253031,Kabupaten Bandung,coffee_shop,"Djawa, Jalan Buah Batu, Turangga, Lengkong, Kota Bandung, Jawa, 40265, Indonesia"
Tanpa Nama,-6.9160953,107.6678117,Kabupaten Bandung,cafe,"Kopi Mandja, Jalan Terusan Jakarta, Antapani Tengah, Antapani, Kota Bandung, Jawa, 40293, Indonesia"
Starbucks,-6.9158532,107.5944292,Kabupaten Bandung,cafe,"Starbucks, 25-27, Jalan Kebon Jati, Ciroyom, Andir, Kota Bandung, Jawa Barat, Jawa, 40181, Indonesia"
Mixue,-6.9667086,107.6386485,Kabupaten Bandung,cafe,"Mixue, Jalan Tol Padalarang–Cileunyi, Cipagalo, Bojongsoang, Kabupaten Bandung, Jawa, 40287, Indonesia"
Janji Jiwa,-6.9667087,107.6384718,Kabupaten Bandung,cafe,"Janji Jiwa, Jalan Raya Bojongsoang, Cipagalo, Bojongsoang, Kabupaten Bandung, Jawa, 40257, Indonesia"
Chatime,-6.9661903,107.6380992,Kabupaten Bandung,cafe,"Chatime, Jalan Raya Bojongsoang, Cipagalo, Bojongsoang, Kabupaten Bandung, Jawa, 40257, Indonesia"
Tanpa Nama,-6.9161426,107.6101371,Kabupaten Bandung,cafe,"Fork (24h), Jalan Merdeka, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia"
Starbucks,-6.9342083,107.7708913,Kabupaten Bandung,cafe,"Starbucks, Jalan Raya Jatinangor, Jatinangor, Sumedang, Jawa, 45363, Indonesia"
Point Coffee,-6.9293268,107.6383175,Kabupaten Bandung,cafe,"Point Coffee, Jalan Jenderal Gatot Subroto, Gumuruh, Batununggal, Kota Bandung, Jawa, 40274, Indonesia"
Chatime,-6.9011192,107.6117927,Kabupaten Bandung,cafe,"Chatime, Jalan Ir. H. Djuanda, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40116, Indonesia"
Kopi Kenangan,-6.8936026,107.6051072,Kabupaten Bandung,cafe,"Kopi Kenangan, 160, Jalan Cihampelas, Cipaganti, Coblong, Kota Bandung, Jawa Barat, Jawa, 40131, Indonesia"
Garden Coffee,-6.9130481,107.6326629,Kabupaten Bandung,cafe,"Garden Coffee, Jalan Bengawan, Cihapit, Bandung Wetan, Kota Bandung, Jawa, 40121, Indonesia"
Kofu,-6.9024399,107.6217955,Kabupaten Bandung,cafe,"Kofu, Jalan Cisangkuy, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40122, Indonesia"
Starbucks,-6.9063298,107.5977616,Kabupaten Bandung,cafe,"Starbucks, Jalan HOS. Cokroaminoto, Pasirkaliki, Cicendo, Kota Bandung, Jawa Barat, Jawa, 40173, Indonesia"
Eiger Coffee,-6.9052076,107.6045701,Kabupaten Bandung,cafe,"Eiger Coffee, Jalan Cihampelas, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40171, Indonesia"
Mixue,-6.9237589,107.617037,Kabupaten Bandung,cafe,"Mixue, Jalan Lengkong Kecil, Paledang, Lengkong, Kota Bandung, Jawa Barat, Jawa, 40242, Indonesia"
Point Coffee,-6.9241793,107.6201345,Kabupaten Bandung,cafe,"Point Coffee, Jalan Burangrang, Karees Kulon, Malabar, Lengkong, Kota Bandung, Jawa, 40242, Indonesia"
Kamasan,-6.9072927,107.6158218,Kabupaten Bandung,cafe,"Kamasan, 4, Jalan Halmahera, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40117, Indonesia"
Bright Cafe,-6.8902542,107.6127312,Kabupaten Bandung,cafe,"Bright Cafe, Jalan H ITB, Lebak Siliwangi, Coblong, Kota Bandung, Jawa Barat, Jawa, 40132, Indonesia"
Bagi Kopi,-6.8856493,107.5383468,Kabupaten Bandung,coffee_shop,"Bagi Kopi, Jalan Gatot Subroto, Karangmekar, Cimahi, Jawa Barat, Jawa, 40521, Indonesia"
Starbucks,-6.8991191,107.6211357,Kabupaten Bandung,cafe,"Starbucks, 63, Jalan Surapati, Sadang Serang, Cibeunying Kaler, Kota Bandung, Jawa, 40133, Indonesia"
TOMORO Coffee,-6.8687202,107.5320155,Kabupaten Bandung,cafe,"TOMORO Coffee, No 818, Jalan Ranca Belut, Padasuka, Cimahi, Jawa Barat, Jawa, 40526, Indonesia"
Broy.co,-6.9217662,107.6727307,Kabupaten Bandung,cafe,"Broy.co, Jalan Ski Air, Cisaranten Endah, Arcamanik, Kota Bandung, Jawa, 40293, Indonesia"
Kopi Kenangan,-6.8949076,107.5887755,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan Dokter Djundjunan Setiakusumah, Sukabungah, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40173, Indonesia"
Kozi x Marawa,-6.8821567,107.6139604,Kabupaten Bandung,cafe,"Kozi x Marawa, Jalan Kidang Pananjung, Cisitu Lama, Dago, Coblong, Kota Bandung, Jawa Barat, Jawa, 40135, Indonesia"
Starbucks,-6.9552303,107.6967913,Kabupaten Bandung,cafe,"Starbucks, 828, Mall Summarecon Bandung, Cisaranten Kidul, Gedebage, Kota Bandung, Jawa Barat, Jawa, 40295, Indonesia"
Excelso,-6.9551464,107.6972339,Kabupaten Bandung,cafe,"Excelso, 817;817M, Mall Summarecon Bandung, Cisaranten Kidul, Gedebage, Kota Bandung, Jawa Barat, Jawa, 40295, Indonesia"
J.Co,-6.9547817,107.6974504,Kabupaten Bandung,cafe,"J.Co, 810;810M, Mall Summarecon Bandung, Cisaranten Kidul, Gedebage, Kota Bandung, Jawa Barat, Jawa, 40295, Indonesia"
Kenangan Signature,-6.9542561,107.6982999,Kabupaten Bandung,cafe,"Kenangan Signature, Mall Summarecon Bandung, Cisaranten Kidul, Gedebage, Kota Bandung, Jawa Barat, Jawa, 40621, Indonesia"
Dear Clio,-6.9540125,107.6985746,Kabupaten Bandung,cafe,"Dear Clio, Jalan Sentra Raya Selatan, Cisaranten Kidul, Gedebage, Kota Bandung, Jawa Barat, Jawa, 40621, Indonesia"
Kopi Kenangan,-6.907439,107.6089496,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan Purnawarman, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia"
Kopi Kenangan,-6.8683437,107.4669942,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan Gelap Nyawang, Tatar Jingganagara, Kota Baru Parahyangan, Bandung Barat, Jawa Barat, Jawa, 40714, Indonesia"
Saraga Coffee,-6.8766336,107.6234896,Kabupaten Bandung,cafe,"Saraga Coffee, 2, Jalan Cigadung Raya Barat, Cigadung, Cibeunying Kaler, Kota Bandung, Jawa Barat, Jawa, 40191, Indonesia"
Chatime,-6.8755511,107.6042704,Kabupaten Bandung,cafe,"Chatime, 163, Jalan Ciumbuleuit, Cisitu Dalam, Hegarmanah, Cidadap, Kota Bandung, Jawa Barat, Jawa, 40141, Indonesia"
Kopi Kenangan,-6.8756006,107.6042621,Kabupaten Bandung,cafe,"Kopi Kenangan, 163, Jalan Ciumbuleuit, Cisitu Dalam, Hegarmanah, Cidadap, Kota Bandung, Jawa Barat, Jawa, 40141, Indonesia"
Kopi Kenangan,-6.9183441,107.6182166,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan Sunda, Kebon Pisang, Sumur Bandung, Kota Bandung, Jawa, 40112, Indonesia"
Point Coffee,-6.9170677,107.6178618,Kabupaten Bandung,cafe,"Point Coffee, Jalan Natuna, Kebon Pisang, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40112, Indonesia"
Maxx Coffee,-6.9136374,107.6023798,Kabupaten Bandung,cafe,"Maxx Coffee, Jalan Kebon Kawung, Pasirkaliki, Cicendo, Kota Bandung, Jawa Barat, Jawa, 40171, Indonesia"
Kopi Kenangan,-6.9069669,107.6133478,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan L.L. RE. Martadinata, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40117, Indonesia"
Point Coffee,-6.9086249,107.6149449,Kabupaten Bandung,cafe,"Point Coffee, Jalan Ambon, Citarum, Bandung Wetan, Kota Bandung, Jawa, 40117, Indonesia"
Kopi Kenangan,-6.9235043,107.6058278,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan Kepatihan, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Bento Kopi,-6.9263544,107.7051584,Kabupaten Bandung,cafe,"Bento Kopi, Jalan Panghegar, Mekarmulya, Panyileukan, Kel. Mekar Mulya, Jawa, 40614, Indonesia"
Point Coffee,-6.9358851,107.7652076,Kabupaten Bandung,cafe,"Point Coffee, Jalan Raya Jatinangor, Cibeusi, Sumedang, Jawa Barat, Jawa, 45363, Indonesia"
Nice coffee shop,-7.0298168,107.5096382,Kabupaten Bandung,coffee_shop,"Nice coffee shop, Jalan Lingkar Baru, Karamatmulya, Kabupaten Bandung, Jawa Barat, Jawa, 40912, Indonesia"
Maxx Coffee,-6.9087306,107.6109311,Kabupaten Bandung,cafe,"Maxx Coffee, Jalan Merdeka, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia"
Chatime,-6.9088052,107.6112583,Kabupaten Bandung,cafe,"Chatime, Jalan Merdeka, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia"
Xing Fu Tang,-6.9088105,107.6114756,Kabupaten Bandung,cafe,"Xing Fu Tang, Jalan Sumatra, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia"
Fore Coffee,-6.9086534,107.6113254,Kabupaten Bandung,cafe,"Fore Coffee, Jalan Sumatra, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia"
TOMORO Coffee,-6.9089357,107.6112758,Kabupaten Bandung,cafe,"TOMORO Coffee, Jalan Merdeka, Citarum, Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia"
Point Coffee,-6.9137299,107.6027866,Kabupaten Bandung,cafe,"Point Coffee, Jalan Stasiun Timur, Kebon Jeruk, Andir, Kota Bandung, Jawa Barat, Jawa, 40181, Indonesia"
J.Co,-6.9261792,107.6367581,Kabupaten Bandung,cafe,"J.Co, Jalan Maleer Indah I, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40274, Indonesia"
The Coffee Bean,-6.926126,107.6365703,Kabupaten Bandung,cafe,"The Coffee Bean, Jalan Maleer Indah I, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40274, Indonesia"
Fore Coffee,-6.9261073,107.6362726,Kabupaten Bandung,cafe,"Fore Coffee, Jalan Karta Atmaja, Cibangkong, Batununggal, Kota Bandung, Jawa, 40274, Indonesia"
Kopi Guyu,-6.9252899,107.6369539,Kabupaten Bandung,cafe,"Kopi Guyu, #289, Maleer Indah III, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40273, Indonesia"
KOI The,-6.9258118,107.636632,Kabupaten Bandung,cafe,"KOI The, Jalan Maleer Indah I, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40274, Indonesia"
Gulu Gulu,-6.9256946,107.6369002,Kabupaten Bandung,cafe,"Gulu Gulu, Jalan Maleer Indah I, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40274, Indonesia"
Chatime,-6.9080783,107.6089945,Kabupaten Bandung,cafe,"Chatime, Jalan Purnawarman, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia"
Mixue,-6.9077481,107.6089409,Kabupaten Bandung,cafe,"Mixue, Jalan Purnawarman, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40117, Indonesia"
Coffee Dreams,-6.9080543,107.6088041,Kabupaten Bandung,cafe,"Coffee Dreams, 9, Jalan Purnawarman, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40116, Indonesia"
Bean Spot,-6.934669,107.6126719,Kabupaten Bandung,cafe,"Bean Spot, Jalan Mochammad Ramdhan, Cigereleng, Regol, Kota Bandung, Jawa Barat, Jawa, 40253, Indonesia"
Bean Spot,-6.9305899,107.6158027,Kabupaten Bandung,cafe,"Bean Spot, Jalan Karapitan, Burangrang, Lengkong, Kota Bandung, Jawa Barat, Jawa, 40261, Indonesia"
Es Teh Indonesia,-6.9299948,107.6159549,Kabupaten Bandung,cafe,"Es Teh Indonesia, Jalan Karapitan, Cikawao, Lengkong, Kota Bandung, Jawa Barat, Jawa, 40261, Indonesia"
Korner,-6.930068,107.6158972,Kabupaten Bandung,cafe,"Korner, Jalan Karapitan, Burangrang, Lengkong, Kota Bandung, Jawa Barat, Jawa, 40261, Indonesia"
Jala Kopi,-6.9222099,107.6174482,Kabupaten Bandung,cafe,"Jala Kopi, Jalan Jenderal Ahmad Yani, Kebon Pisang, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40242, Indonesia"
Kedai Kopi Oh,-6.9182591,107.6182294,Kabupaten Bandung,cafe,"Kedai Kopi Oh, Jalan Sunda, Kebon Pisang, Sumur Bandung, Kota Bandung, Jawa, 40112, Indonesia"
Tel-U Coffee,-6.9729145,107.6298675,Kabupaten Bandung,cafe,"Tel-U Coffee, 1, Danau Galau, Sukapura, Dayeuhkolot, Kabupaten Bandung, Jawa, 40257, Indonesia"
Bean Spot,-6.9385433,107.6240548,Kabupaten Bandung,cafe,"Bean Spot, Jalan Buah Batu Dalam II, Cijagra, Lengkong, Kota Bandung, Jawa, 40265, Indonesia"
Kopi Soe,-6.8895732,107.5957994,Kabupaten Bandung,cafe,"Kopi Soe, Jalan Sukajadi, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia"
CGV Cafe,-6.8881792,107.5960006,Kabupaten Bandung,cafe,"CGV Cafe, Jalan Karang Tinggal, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia"
Kopi Kenangan,-6.8904932,107.5962339,Kabupaten Bandung,cafe,"Kopi Kenangan, Jalan Sukaresik 1, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia"
Janji Jiwa,-6.8901338,107.596364,Kabupaten Bandung,cafe,"Janji Jiwa, Jalan Sukajadi, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia"
Kopi Lay,-6.8893096,107.596132,Kabupaten Bandung,cafe,"Kopi Lay, Jalan Sukajadi, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia"
Fore Coffee,-6.8884167,107.5962458,Kabupaten Bandung,cafe,"Fore Coffee, Jalan Sukajadi, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia"
Chatime,-6.9057311,107.5971955,Kabupaten Bandung,cafe,"Chatime, Jalan HOS. Cokroaminoto, Pamoyanan, Cicendo, Kota Bandung, Jawa Barat, Jawa, 40173, Indonesia"
Kupi Pass,-6.8981169,107.5968488,Kabupaten Bandung,cafe,"Kupi Pass, Gang Haji Mochammad Tabri, Sukabungah, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia"
Otten Coffee,-6.9014214,107.5976649,Kabupaten Bandung,cafe,"Otten Coffee, Jalan HOS. Cokroaminoto, Pasirkaliki, Cicendo, Kota Bandung, Jawa Barat, Jawa, 40173, Indonesia"
Janji Jiwa,-6.9057404,107.5969756,Kabupaten Bandung,cafe,"Janji Jiwa, Jalan Citrayuda, Pamoyanan, Cicendo, Kota Bandung, Jawa Barat, Jawa, 40173, Indonesia"
Ganefo,-6.9213245,107.618971,Kabupaten Bandung,cafe,"Ganefo, Jalan Naripan, Kebon Pisang, Sumur Bandung, Kota Bandung, Jawa, 40242, Indonesia"
Point Coffee,-6.9191878,107.6240437,Kabupaten Bandung,cafe,"Point Coffee, Jalan Malabar, Karees Kulon, Malabar, Lengkong, Kota Bandung, Jawa, 40273, Indonesia"
Non Kitchen Coffee,-6.922132,107.6181697,Kabupaten Bandung,cafe,"Non Kitchen Coffee, Jalan Jenderal Ahmad Yani, Malabar, Lengkong, Kota Bandung, Jawa Barat, Jawa, 40242, Indonesia"
Chatime,-6.9237935,107.6059891,Kabupaten Bandung,cafe,"Chatime, Jalan Dewi Sartika, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Dunkin Donuts,-6.945204,107.5953253,Kabupaten Bandung,cafe,"Dunkin Donuts, Jalan Leuwi Panjang, Situ Saeur, Bojongloa Kidul, Kota Bandung, Jawa Barat, Jawa, 40235, Indonesia"
Fruity,-6.9229907,107.6049753,Kabupaten Bandung,cafe,"Fruity, Jalan Kepatihan, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Janji Jiwa,-6.9226965,107.6048411,Kabupaten Bandung,cafe,"Janji Jiwa, Jalan Kepatihan, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Pa Oyen,-6.9230413,107.6048908,Kabupaten Bandung,cafe,"Pa Oyen, Jalan Kepatihan, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Kimiku,-6.9229215,107.6049189,Kabupaten Bandung,cafe,"Kimiku, Jalan Kepatihan, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Chatime,-6.9228323,107.6052207,Kabupaten Bandung,cafe,"Chatime, Jalan Kepatihan, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Puyo,-6.9230826,107.6048143,Kabupaten Bandung,cafe,"Puyo, Jalan Kepatihan, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Gulu Gulu,-6.9230346,107.6048197,Kabupaten Bandung,cafe,"Gulu Gulu, Jalan Kepatihan, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Point Coffee,-6.930088,107.6035886,Kabupaten Bandung,cafe,"Point Coffee, Jalan Otto Iskandardinata, Pungkur, Regol, Kota Bandung, Jawa Barat, Jawa, 40252, Indonesia"
Korner,-6.9214217,107.6100741,Kabupaten Bandung,cafe,"Korner, Jalan Asia Afrika, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia"
Bean Spot,-6.917025,107.6083052,Kabupaten Bandung,cafe,"Bean Spot, Gang Apandi Dalam, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia"
Bahagia Kopi,-6.9181992,107.6094452,Kabupaten Bandung,cafe,"Bahagia Kopi, Jalan Braga, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia"
Mixue,-6.9214803,107.6087008,Kabupaten Bandung,cafe,"Mixue, Jalan Asia Afrika, Cikawao, Lengkong, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia"
Janji Jiwa,-6.9172247,107.608607,Kabupaten Bandung,cafe,"Janji Jiwa, Gang Apandi Dalam, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia"
